United Kingdom,2005,,,,41.62,,,,,,29.57,,,,,,14.25,,,,,,10.49,,,,5.19,,,3.8,,,,,,,,,,,12.05,,,,15.32,,,,3.76,,,,5.3,,,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.48,,,,,,,19.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49436,,798792.25,,,0.8162499,,,19795.54,,,,,,,82389.04,,,,117070.83,,,,282086.46,,,,415310.45,,,,1027388.58,,,,,,,,12840.71,,,,,,,47707.25,,,,75816.92,,,,148862.47,,,,262290.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.781,2.28
United Kingdom,2006,,,,41.99,,,,,,30.1,,,,,,14.82,,,,,,11,,,,5.55,,,4.07,,,,,,,,,,,11.89,,,,15.28,,,,3.82,,,,5.45,,,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.05,,,,,,,18.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49850,,852000,,,0.8421828,,,20294.02,,,,,,,85214.58,,,,122169.99,,,,300757.35,,,,446468.4,,,,1126318,,,,,,,,13080.62,,,,,,,48259.17,,,,77523.15,,,,155046.3,,,,276506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.744,2.344
United Kingdom,2007,,,,42.61,,,,,,30.77,,,,,,15.44,,,,,,11.6,,,,6.05,,,4.52,,,,,,,,,,,11.84,,,,15.33,,,,3.84,,,,5.55,,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.57,,,,,,,18.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50266,,906262,,,0.8783189,,,20527.08,,,,,,,87465.9,,,,126323.66,,,,316938.14,,,,476228.29,,,,1241888.44,,,,,,,,13089.44,,,,,,,48608.13,,,,78670.04,,,,157647.99,,,,284813.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.686,2.458
United Kingdom,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9131796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,2009,,,,41.53,,,,,,29.99,,,,,,15.42,,,,,,11.83,,,,6.46,,,4.9,,,,,,,,,,,11.54,,,,14.57,,,,3.59,,,,5.37,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50996,,953933,,,0.9085032,,,20589.95,,,,,,,85510.07,,,,123498.53,,,,317497.05,,,,487158.25,,,,1330110.86,,,,,,,,13376.61,,,,,,,47521.61,,,,74998.9,,,,147835.85,,,,276420.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.607,2.647
United Kingdom,2010,,,,38.08,,,,,,26.71,,,,,,12.55,,,,,,9.23,,,,4.66,,,3.45,,,,,,,,,,,11.37,,,,14.16,,,,3.32,,,,4.57,,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51781,,983554,,,0.950591,,,19981.77,,,,,,,76090.6,,,,106742.64,,,,250771.27,,,,368863.56,,,,931150.71,,,,,,,,13747.46,,,,,,,45438.56,,,,70735.48,,,,132678.98,,,,228291.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.755,2.324
United Kingdom,2011,,,,39.15,,,,,,27.58,,,,,,12.93,,,,,,9.5,,,,4.8,,,3.55,,,,,,,,,,,11.57,,,,14.65,,,,3.43,,,,4.7,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,,,,,,,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52169,,1002550,,,1,,,19217.35,,,,,,,75235.93,,,,106002.91,,,,248480.35,,,,365129.67,,,,922432.86,,,,,,,,12993.06,,,,,,,44468.95,,,,70383.55,,,,131831.03,,,,225803.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.755,2.324
United States,1913,,,,,,,,,,,,,17.96,,,,,,14.73,,,,8.62,,,,,,,2.76,,,,,,,,,,,,,,,3.23,,,,6.11,,,,,,,,,,5.86,,,,,,,,17.96,,14.73,,8.62,,,2.76,,,,,,3.23,,6.11,,,,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37700.728,,,358,27630.88946,,27630.88946,0.0470683,15571,,,,15571,,,,,,,,,,279655.73,,,,458611.18,,,,1341691.66,,,,4289834.45,,,,,,,,,,,,,,,,,,,100700.27,,,,237841.07,,,,1014120.23,,,,,,,,,,,,,,80087.9,,,,131337.23,,,,415206.36,,,,1746429.12,,,,,,,279655.73,458611.18,1341691.66,4289834.45,,,,100700.27,237841.07,1014120.23,,,80087.9,131337.23,415206.36,1746429.12,1.468,3.135
United States,1914,,,,,,,,,,,,,18.16,,,,,,15.08,,,,8.6,,,,,,,2.73,,,,,,,,,,,,,,,3.08,,,,6.48,,,,,,,,,,5.87,,,,,,,,18.16,,15.08,,8.6,,,2.73,,,,,,3.08,,6.48,,,,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38513.305,,,358,27948.16142,,27948.16142,0.0477022,15212.61,,,,15212.61,,,,,,,,,,276229.63,,,,458820.22,,,,1308792.47,,,,4151837.71,,,,,,,,,,,,,,,,,,,93639.04,,,,246327.15,,,,992898.56,,,,,,,,,,,,,,74012.72,,,,122935.88,,,,397671.61,,,,1735225.57,,,,,,,276229.63,458820.22,1308792.47,4151837.71,,,,93639.04,246327.15,992898.56,,,74012.72,122935.88,397671.61,1735225.57,1.48,3.083
United States,1915,,,,,,,,,,,,,17.58,,,,,,14.58,,,,9.22,,,,,,,4.36,,,,,,,,,,,,,,,3,,,,5.36,,,,,,,,,,4.86,,,,,,,,17.58,,14.58,,9.22,,,4.36,,,,,,3,,5.36,,,,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39154.052,,,337,28973.60749,,28973.60749,0.0481777,15359.6,,,,15359.6,,,,,,,,,,269986.86,,,,447810.74,,,,1415978.68,,,,6697324.1,,,,,,,,,,,,,,,,,,,92162.99,,,,205768.75,,,,829162.52,,,,,,,,,,,,,,62392.24,,,,118717.43,,,,437522.75,,,,2219930.2,,,,,,,269986.82,447829.46,1416060.74,6696865.45,,,,92144.18,205771.64,829304.66,,,62392.24,118717.43,437522.75,2219930.2,1.389,3.568
United States,1916,,,,,,,,,,,,,18.57,,,,,,15.6,,,,9.87,,,,,,,4.4,,,,,,,,,,,,,,,2.97,,,,5.74,,,,,,,,,,5.46,,,,,,,,19.31,,16.37,,10.51,,,4.78,,,,,,2.94,,5.86,,,,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.49,,,,32.4,9.31,,,,,,6.03,,32.78,,,,16.48,,,,36.73,9.5,,,,,,5.59,,31.7,,,,10.25,,,,47.28,9.55,,,,,,4.63,,28.29,,,,5.63,,,,56.81,9.33,,,,,,3.95,,24.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.02,,,9.99,8.3,,,,,,8.32,,38.38,,26.94,,,19.05,9.42,,,,,,7.18,,37.41,,13.84,,,39.85,9.73,,,,,,5.16,,31.42,,,,3.22,3.62,4.1,3.97,,,1.08,2.78,4.21,,,7.53,8.6,10.86,14.19,,,1.54,4.55,8.08,,39790.089,,,437,34456.01679,,35007.59908,0.0518227,16709.76,,,,16977.25,,,,,,,,,,310351.41,,,,521466.19,,,,1648673.13,,,,7360537.26,,,,,,,,,,,,,,,,,,,99236.63,,,,239664.45,,,,1014021.56,,,,,,,,,,,,,,74869.18,,,,133777.14,,,,502094.17,,,,2749838.93,,,,,,,327843.54,555899.51,1785100.6,8117221.06,,,,99787.56,248599.24,1081531.66,,,75284.84,138764.4,535521.89,3032530.06,1.379,3.64
United States,1917,40.29,,,,,,30.33,,,,,,17.6,,,,,,14.23,,,,8.36,,,,,,,3.33,,,,,,,9.95,,,,12.74,,,,3.37,,,,5.88,,,,,,,,,,5.03,,,,40.51,,30.64,,17.74,,14.34,,8.4,,,3.37,,9.87,,12.9,,3.39,,5.94,,,,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.42,,,,23.54,7.75,,,,,,5.88,,31.42,,,,24.37,,,,37.34,11.43,,,,,,4.63,,22.22,,,,21.71,,,,43.11,12.04,,,,,,4.11,,19.03,,,,15.41,,,,52.65,12.87,,,,,,3.11,,15.97,,,,8.37,,,,61.15,14.26,,,,,,2.4,,13.82,,,,,,,,,,,,,,,,41.34,,,4.08,2.55,,,,,,7.65,,44.37,,35.59,,,13.04,8.88,,,,,,6.81,,35.68,,30.62,,,29.64,10.86,,,,,,5.52,,23.36,,20.1,,,46.98,11.94,,,,,,3.58,,17.4,,,1.62,1.54,1.45,1.23,0.79,,1.74,1.9,1.77,1.52,,2.61,2.93,2.98,3.02,3.07,,2.17,2.7,2.92,2.99,,40386.988,,,3473,41827.0798,,42193.26525,0.060856,17018.16,,,,17167.15,,68561.12,,,,103247.63,,,,299510.85,,,,484479.44,,,,1422357.35,,,,5668355.48,,,,11291.16,,,,,,,33874.62,,,,54181.82,,,,114542.27,,,,250009.97,,,,950579.78,,,,,,27008.81,,,,37404.74,,,,92341.21,,,,149697.89,,,,519558.65,,,,2370231.78,,,,,69540.09,105205.56,304496.24,492442.72,1442304.24,5777093.64,11347.93,33874.62,55382.9,116549.76,254977.33,960660.97,27008.81,38233.91,93959.6,152672.19,525068.73,2415700.81,1.478,3.092
United States,1918,39.9,,,,,,29.3,,,,,,15.88,,,,,,12.39,,,,6.74,,,,,,,2.45,,,,,,,10.61,,,,13.41,,,,3.5,,,,5.64,,,,,,,,,,4.29,,,,40.11,,29.49,,15.96,,12.43,,6.72,,,2.45,,10.61,,13.53,,3.53,,5.71,,,,4.26,,,,,,,,,,,46.1,,,,14.42,8.05,,,,,,5.63,,25.81,,,,38.15,,,,18.98,8.99,,,,,,5.67,,28.22,,,,27.61,,,,29.78,10.9,,,,,,4.98,,26.74,,,,25.72,,,,34.51,11.32,,,,,,4.3,,24.16,,,,19.18,,,,42.71,12.44,,,,,,3.18,,22.51,,,,10.14,,,,49.5,14.28,,,,,,2.56,,23.54,,67.9,,,2.47,5.58,,,,,,5.52,,18.52,,50.69,,,6.18,6.9,,,,,,6.41,,29.82,,34.26,,,13.07,9.41,,,,,,7.39,,35.88,,33.5,,,24.76,9.99,,,,,,5.64,,26.12,,24.41,,,38.78,11.37,,,,,,3.53,,21.91,,1.17,1.33,1.38,1.23,0.78,0.41,0.73,1.28,1.88,1.76,1,1.69,2.02,2.4,2.33,1.84,1.61,0.81,1.59,2.67,2.9,1.98,,40451.066,,,4425,46568.45792,,46912.26556,0.0714741,16106.94,,,,16225.85,,64272.69,,,,94380.06,,,,255830.08,,,,398984.85,,,,1085795.28,,,,3943241.32,,,,10755.19,,,,,,,34165.33,,,,54017.55,,,,112675.3,,,,227282.24,,,,768301.27,,,,,,28584.05,,,,38188.97,,,,92221.06,,,,143219.66,,,,442731.08,,,,1791549.8,,,,,65077.11,95711.1,258988.54,403359.11,1089806.67,3982193.25,10797.94,34443.12,54891.74,114617.97,231747.22,768430.38,28816.45,38807,93811.07,146033.22,442805.48,1809246.99,1.593,2.687
United States,1919,39.48,,,,,,29.31,,,,,,15.87,,,,,,12.23,,,,6.45,,,,,,,2.22,,,,,,,10.17,,,,13.44,,,,3.63,,,,5.78,,,,,,,,,,4.23,,,,40.32,,30.17,,16.41,,12.64,,6.63,,,2.29,,10.15,,13.76,,3.77,,6.01,,,,4.34,,,,,,,,,,,47.66,,,,12.1,7.06,,,,,,4.85,,28.33,,,,39.41,,,,15.75,8.17,,,,,,5.01,,31.66,,,,28.69,,,,24.86,10.24,,,,,,4.39,,31.82,,,,26,,,,28.72,10.79,,,,,,4.04,,30.45,,,,19,,,,35.4,11.64,,,,,,3.26,,30.7,,,,10,,,,42.6,12.93,,,,,,2.67,,31.8,,71.17,,,2.16,4.02,,,,,,4.42,,18.24,,52.09,,,4.82,5.93,,,,,,5.67,,31.49,,37.65,,,11.98,8.38,,,,,,5.56,,36.43,,33.72,,,21.35,9.85,,,,,,4.91,,30.17,,23.67,,,31.67,10.98,,,,,,3.56,,30.12,,3.07,3.58,3.72,3.44,2.84,2.03,1.56,3.42,4.66,4.09,3.26,4.53,5.52,6.67,6.72,6.78,7.65,1.73,4.24,6.53,6.64,6.32,,41052.355,,,5333,53163.65081,,54237.82429,0.0820922,15775.19,,,,16093.93,,62282.55,,,,92466.76,,,,250311.52,,,,385986.3,,,,1018127.56,,,,3502418.54,,,,10607.71,,,,,,,32098.33,,,,53005.57,,,,114636.73,,,,227950.99,,,,742095.23,,,,,,27058.98,,,,37373.03,,,,93757.35,,,,145818.99,,,,464982.85,,,,1654851.46,,,,,64883.71,97103.37,264113.92,406799.62,1066982.1,3679925,10672.84,32664.04,55350.73,121428.23,241754,776655.11,27535.88,39026.55,99311.87,154648.7,486637.42,1738721.16,1.641,2.56
United States,1920,38.1,,,,,,27.47,,,,,,14.46,,,,,,10.95,,,,5.37,,,,,,,1.67,,,,,,,10.63,,,,13.01,,,,3.51,,,,5.58,,,,,,,,,,3.7,,,,39.01,,28.32,,14.83,,11.14,,5.36,,,1.66,,10.69,,13.49,,3.69,,5.79,,,,3.69,,,,,,,,,,,52.05,,,,13.78,7.37,,,,,,4.36,,22.44,,,,44.67,,,,17.11,8.2,,,,,,4.65,,25.37,,,,32.06,,,,27.33,9.6,,,,,,4.44,,26.58,,,,28.79,,,,31.25,10.01,,,,,,4.16,,25.8,,,,21.14,,,,39.16,10.5,,,,,,3.73,,25.47,,,,11.59,,,,48.67,10.96,,,,,,3.4,,25.38,,73.21,,,2.56,5.33,,,,,,3.63,,15.27,,58.64,,,5.58,6.77,,,,,,4.87,,24.14,,42.24,,,15.13,8.33,,,,,,5.31,,28.99,,36.1,,,23.69,9.53,,,,,,4.56,,26.12,,25.49,,,34.81,10.3,,,,,,3.88,,25.52,,3.47,3.93,3.45,2.76,1.52,0.62,2.28,4.45,5.54,3.93,1.92,4.7,5.56,5.62,4.92,3.35,2.42,2.53,5.5,7.72,6.38,3.77,,41909,,,7260,56062.04922,,57199.78719,0.0950875,14068.19,,,,14353.69,,53600.34,,,,77289.07,,,,203412.5,,,,308185.09,,,,755663.21,,,,2351692.38,,,,9675.73,,,,,,,29911.6,,,,45758.21,,,,98639.91,,,,196315.56,,,,578326.64,,,,,,27460.21,,,,33262.77,,,,80455.37,,,,128494.45,,,,368109.89,,,,1194598.41,,,,,55999.65,81310.84,212862.63,319886.18,768959.45,2386872.44,9726.36,30688.46,48422.89,105839.07,207617.87,589191.34,28173.4,35199.79,86327.35,135892.15,375025.37,1212468.96,1.755,2.325
United States,1921,42.86,,,,,,30.46,,,,,,15.47,,,,,,11.6,,,,5.6,,,,,,,1.69,,,,,,,12.4,,,,14.98,,,,3.87,,,,6,,,,,,,,,,3.91,,,,43.18,,30.8,,15.64,,11.7,,5.6,,,1.69,,12.38,,15.17,,3.94,,6.1,,,,3.91,,,,,,,,,,,57.98,,,,11.94,7.45,,,,,,5.01,,17.62,,,,48.96,,,,16.44,8.66,,,,,,5.39,,20.54,,,,35.51,,,,26.36,10.25,,,,,,5.42,,22.46,,,,31.52,,,,30.68,10.65,,,,,,5.18,,21.97,,,,23.08,,,,39.86,10.88,,,,,,4.53,,21.65,,,,13.51,,,,50.97,10.23,,,,,,3.97,,21.33,,79.02,,,1.44,4.61,,,,,,4.12,,10.81,,62.8,,,5.96,7.15,,,,,,5.36,,18.72,,47.42,,,13.47,9.04,,,,,,6.14,,23.93,,39.36,,,22.14,10.44,,,,,,5.79,,22.27,,27.27,,,35,11.17,,,,,,4.77,,21.79,,1.51,1.83,1.91,1.69,1.17,0.4,0.71,1.75,2.55,2.18,1.5,2.13,2.69,3.21,3.08,2.53,1.56,0.79,2.18,3.61,3.57,2.95,,42835.195,,,6662,45161.88741,,45615.6256,0.0849449,12411.78,,,,12536.49,,53196.57,,,,75605.3,,,,192046.68,,,,287924.44,,,,695328.67,,,,2096611.6,,,,7880.14,,,,,,,30787.84,,,,46494.95,,,,96168.92,,,,186073.38,,,,539630.57,,,,,,26926.06,,,,33587.43,,,,79241.83,,,,122271.2,,,,343458.45,,,,1098527.15,,,,,54133.87,77235.09,196044.5,293306.11,702287.97,2116656.94,7914.55,31032.65,47532.74,98782.89,191060.64,545135.86,27140.15,34337.11,81395.71,125548.39,346962.4,1109029.97,1.79,2.266
United States,1922,42.95,,,,,,31.05,,,,,,16.29,,,,,,12.38,,,,6.17,,,,,,,2.01,,,,,,,11.9,,,,14.76,,,,3.92,,,,6.21,,,,,,,,,,4.16,,,,43.72,,31.94,,17.06,,13.06,,6.64,,,2.27,,11.78,,14.89,,4,,6.42,,,,4.36,,,,,,,,,,,54.33,,,,12.55,7.69,,,,,,6.33,,19.1,,,,45.67,,,,16.9,8.82,,,,,,7,,21.61,,,,32,,,,27.35,10.52,,,,,,7.98,,22.15,,,,28.03,,,,31.94,10.85,,,,,,7.96,,21.21,,,,20.05,,,,41.38,10.94,,,,,,7.63,,19.99,,,,11.15,,,,52.64,10.27,,,,,,7.81,,18.13,,75.67,,,1.84,4.89,,,,,,4.69,,12.91,,60.5,,,5.31,7.11,,,,,,6.02,,21.06,,44.37,,,13.05,9.49,,,,,,8.02,,25.08,,35.75,,,22.82,10.76,,,,,,8.29,,22.38,,24.11,,,36.25,11.25,,,,,,7.55,,20.84,,2.72,3.35,4.22,4.4,4.9,5.85,1.02,2.38,3.64,3.9,4.43,4.48,5.77,8.41,9.41,12.4,19.9,1.13,2.96,5.12,6.33,8.49,,43542.909,,,6787,48546.74741,,49599.87293,0.0795566,14014.15,,,,14318.16,,60188.74,,,,87035.66,,,,228322.96,,,,346884.49,,,,864466.63,,,,2815891.15,,,,8883.64,,,,,,,33341.81,,,,51713.83,,,,109761.44,,,,217488.96,,,,647641.68,,,,,,28665.27,,,,37245.05,,,,88764.67,,,,139003.07,,,,400214.17,,,,1271451.43,,,,,62601.1,91478.66,244233.79,373927.35,950073.99,3256178.92,8953.39,33723.53,53289.87,114540.24,229890.68,693840.11,28993.45,38380.14,92629.32,146929.34,428762.78,1470253.33,1.73,2.371
United States,1923,40.59,,,,,,28.95,,,,,,14.99,,,,,,11.32,,,,5.5,,,,,,,1.75,,,,,,,11.64,,,,13.96,,,,3.67,,,,5.82,,,,,,,,,,3.75,,,,41.46,,29.78,,15.64,,11.91,,5.91,,,2,,11.68,,14.13,,3.73,,6,,,,3.91,,,,,,,,,,,45.64,,,,13.96,8.33,,,,,,7.72,,24.35,,,,39.64,,,,17.83,9.11,,,,,,7.96,,25.45,,,,32.18,,,,29,9.9,,,,,,7.98,,20.93,,,,28.13,,,,33.96,10.11,,,,,,7.8,,20,,,,20.21,,,,44.7,10.13,,,,,,7.29,,17.68,,,,12.17,,,,57.56,9.67,,,,,,7.12,,13.48,,61.8,,,2.81,6.49,,,,,,7.13,,21.77,,48.01,,,5.83,8.34,,,,,,7.95,,29.88,,44.52,,,13.9,9.27,,,,,,8.54,,23.77,,35.41,,,24.1,10.09,,,,,,8.26,,22.14,,23.74,,,39.04,10.33,,,,,,7.37,,19.53,,3.11,3.44,4.07,4.26,4.79,6.18,2.3,2.75,3.47,3.75,4.13,4.87,5.82,8.15,9.18,12.31,20.85,2.55,3.41,4.89,6.1,7.94,,44408.549,,,7698,56061.23438,,57315.11137,0.0809829,15588.45,,,,15937.1,,63272.81,,,,90252.93,,,,233686.49,,,,353020.39,,,,857967.15,,,,2730468.32,,,,10290.19,,,,,,,36292.69,,,,54394.54,,,,114352.59,,,,226783.7,,,,649911.47,,,,,,30802.44,,,,41924.4,,,,91662.86,,,,145284.18,,,,409574.3,,,,1250707.13,,,,,66077.22,94911.36,249296.01,379553.66,941310.68,3184179.96,10365.98,37243.08,56315.19,119038.36,239114.41,692102.98,31609.06,43404.74,95418.88,153183.58,436163.4,1458532.43,1.77,2.298
United States,1924,43.26,,,,,,30.93,,,,,,16.32,,,,,,12.42,,,,6.14,,,,,,,2.01,,,,,,,12.34,,,,14.61,,,,3.9,,,,6.28,,,,,,,,,,4.13,,,,44.41,,32.11,,17.42,,13.4,,6.79,,,2.32,,12.29,,14.69,,4.02,,6.61,,,,4.46,,,,,,,,,,,44.31,,,,13.76,8.57,,,,,,8.28,,25.09,,,,39.35,,,,17.44,9.16,,,,,,8.31,,25.75,,,,31.44,,,,28.97,9.78,,,,,,7.48,,22.34,,,,27.56,,,,34.47,10.15,,,,,,7.28,,20.55,,,,20.11,,,,45.82,10.17,,,,,,6.65,,17.25,,,,12.41,,,,58.09,9.5,,,,,,6.47,,13.53,,58.08,,,2.99,7.18,,,,,,8.23,,23.52,,48.46,,,4.65,8.52,,,,,,9.15,,29.22,,43.6,,,11.71,8.61,,,,,,8.12,,27.95,,34.61,,,23.71,10.13,,,,,,7.87,,23.68,,23.61,,,40.25,10.47,,,,,,6.73,,18.94,,3.78,4.34,5.73,6,6.55,7.04,2.33,2.75,4.86,5.45,6.31,6.03,7.42,11.04,12.31,15.76,23.25,2.58,3.41,6.8,8.77,11.86,,45384.476,,,7370,56717.18341,,58413.66434,0.0811414,15401.57,,,,15862.25,,66633.23,,,,95267.59,,,,251290.62,,,,382463.92,,,,945676.33,,,,3093734.74,,,,9709.17,,,,,,,37998.87,,,,56261.83,,,,120117.32,,,,241660.82,,,,707003.18,,,,,,32017.89,,,,42868.65,,,,96309.09,,,,152595.04,,,,433328.41,,,,1428236.29,,,,,70439.57,101873.97,276369.3,425129.07,1076574.59,3687894.69,9798.11,39005.17,58250.14,127609.52,262267.69,786427.92,32865.8,44383.64,102316.28,165607.1,482008.53,1702532.85,1.737,2.356
United States,1925,44.17,,,,,,32.47,,,,,,17.6,,,,,,13.41,,,,6.75,,,,,,,2.35,,,,,,,11.7,,,,14.86,,,,4.19,,,,6.66,,,,,,,,,,4.41,,,,46.35,,35.01,,20.24,,15.86,,8.52,,,3.31,,11.34,,14.77,,4.38,,7.34,,,,5.21,,,,,,,,,,,43.19,,,,14.76,8.25,,,,,,8.12,,25.69,,,,39.26,,,,18.29,8.55,,,,,,7.92,,25.99,,,,29.74,,,,29.53,9.53,,,,,,7.52,,23.67,,,,25.9,,,,34.84,9.81,,,,,,7.29,,22.17,,,,18.66,,,,45.27,9.49,,,,,,6.42,,20.17,,,,10.72,,,,56.47,8.58,,,,,,5.11,,19.11,,56.05,,,3.37,7.38,,,,,,8.57,,24.64,,50.51,,,5.18,7.51,,,,,,8.34,,28.47,,41.7,,,13.02,8.68,,,,,,8.25,,28.35,,32.84,,,24.84,10.11,,,,,,8.12,,24.09,,22.33,,,40.07,9.91,,,,,,7.02,,20.66,,6.38,7.76,10.71,11.62,13.48,15.82,2.34,3.99,7.7,9.64,12.19,11.06,13.61,20.39,23.08,29.95,42.91,2.59,4.93,10.64,15.1,21.73,,46190.081,,,4171,59773.66147,,63292.01753,0.0832016,15553.55,,,,16469.05,,68695.07,,,,100990.77,,,,273786.13,,,,417254.82,,,,1050180.23,,,,3647429.38,,,,9648.94,,,,,,,36399.36,,,,57791.93,,,,130317.44,,,,259023.46,,,,761596.99,,,,,,32813.12,,,,42811.6,,,,103376.02,,,,162548.52,,,,452423.71,,,,1505357.2,,,,,76340.77,115314.73,333407.81,522419.78,1403806.23,5452653.66,9816.64,37366.81,60791.46,144395.83,302073.17,953934.29,33685.25,45033.62,114543.89,189564.09,566680.93,2250404.48,1.713,2.403
