,Name,Location,Type,Latitude,Longitude,Elevation (m)
1522,Wudalianchi,China-E,Volcanic Field,48.72,126.12,597.0
1523,Wurlali,Banda Sea,Stratovolcano,-7.13,128.68,868.0
1524,Xianjindao,Korea,Unknown,41.33,128.0,
1525,Yake-dake,Honshu-Japan,Stratovolcano,36.22,137.59,2455.0
1526,Yali,Greece,Lava Domes,36.67,27.14,180.0
1527,Yangudi,Ethiopia,Complex Volcano,10.58,41.04,1383.0
1528,Yantarni,Alaska Peninsula,Stratovolcano,57.02,-157.19,1345.0
1529,Yanteles,Chile-S,Stratovolcano,-43.5,-72.8,2042.0
1530,"Yar, Jabal",Arabia-W,Volcanic Field,17.05,42.83,305.0
1531,Yasur,Vanuatu-SW  Pacific,Stratovolcano,-19.53,169.44,361.0
1532,Yate,Chile-S,Stratovolcano,-41.76,-72.4,2187.0
1533,"Yeguada, La",Panamá,Stratovolcano,8.47,-80.82,1297.0
1534,Yelia,New Guinea,Stratovolcano,-7.05,145.86,3384.0
1535,Yellowstone,US-Wyoming,Caldera,44.43,-110.67,2805.0
1536,Yersey,Lesser Sunda Is,Submarine Volcano,-7.53,123.95,-3800.0
1537,"Yojoa, Lake",Honduras,Volcanic Field,14.98,-87.98,1090.0
1538,Yokoate-jima,Ryukyu Is,Stratovolcano,28.8,129.0,495.0
1539,Yomba,New  Guinea-NE of,Submarine Volcano,-4.9,146.75,
1540,Yotei,Hokkaido-Japan,Stratovolcano,42.83,140.82,1898.0
1541,Young Island,Antarctica,Stratovolcano,-66.42,162.47,1340.0
1542,Yucamane,Perú,Stratovolcano,-17.18,-70.2,5550.0
1543,Yunaska,Aleutian  Is,Shield Volcano,52.64,-170.63,550.0
1544,"Zacate Grande, Isla",Honduras,Stratovolcano,13.33,-87.63,640.0
1545,Zao,Honshu-Japan,Complex Volcano,38.14,140.44,1841.0
1546,Zaozerny,Kamchatka,Shield Volcano,56.88,159.95,1349.0
1547,Zapatera,Nicaragua,Shield Volcano,11.73,-85.82,629.0
1548,Zavaritsky,Kamchatka,Cinder Cone,53.91,158.39,1567.0
1549,Zavaritzki Caldera,Kuril Is,Caldera,46.93,151.95,624.0
1550,Zavodovski,Antarctica,Stratovolcano,-56.3,-27.57,551.0
1551,Zealandia  Bank,Mariana Is-C Pacific,Stratovolcano,16.88,145.85,0.0
1552,Zengyu,Taiwan-N of,Submarine Volcano,26.18,122.46,-418.0
1553,Zheltovsky,Kamchatka,Stratovolcano,51.57,157.32,1953.0
1554,Zhupanovsky,Kamchatka,Compound Volcano,53.59,159.15,2958.0
1555,Zimina,Kamchatka,Stratovolcano,55.86,160.6,3081.0
1556,Zitácuaro-Valle de Bravo,México,Caldera,19.4,-100.25,3500.0
1557,"Zubair,  Jebel",Red Sea,Shield Volcano,15.05,42.18,191.0
1558,Zukur,Red Sea,Shield Volcano,14.02,42.75,624.0
1559,Zuni-Bandera,US-New Mexico,Volcanic Field,34.8,-108.0,2550.0
